split,width,height,area
test,800,600,480000
test,799,533,425867
test,526,800,420800
test,1067,800,853600
test,683,1024,699392
test,1024,576,589824
test,1024,768,786432
test,800,600,480000
test,1024,774,792576
test,1024,682,698368
test,799,533,425867
test,565,799,451435
test,800,600,480000
test,1024,683,699392
test,800,467,373600
test,1024,658,673792
test,1024,683,699392
test,1024,768,786432
test,800,600,480000
test,799,533,425867
test,640,480,307200
test,1024,768,786432
test,800,600,480000
test,800,595,476000
test,1024,683,699392
test,799,534,426666
test,1024,683,699392
test,1024,768,786432
test,1024,1024,1048576
test,1024,684,700416
test,1024,535,547840
test,799,533,425867
test,750,477,357750
test,800,530,424000
test,500,306,153000
test,800,600,480000
test,1024,678,694272
test,1024,653,668672
test,596,800,476800
test,800,502,401600
test,1820,1024,1863680
test,800,478,382400
test,800,533,426400
test,1365,1024,1397760
test,1024,768,786432
test,800,600,480000
test,799,533,425867
test,800,559,447200
test,1020,723,737460
test,776,800,620800
test,800,534,427200
test,800,600,480000
test,1024,768,786432
test,552,800,441600
test,1024,683,699392
test,1880,1255,2359400
test,799,532,425068
test,800,440,352000
test,800,556,444800
test,800,450,360000
test,800,546,436800
test,1024,683,699392
test,1024,768,786432
test,900,599,539100
test,800,536,428800
test,1023,683,698709
test,800,600,480000
test,799,533,425867
test,800,534,427200
test,1024,768,786432
test,799,533,425867
test,800,574,459200
test,800,1200,960000
test,799,532,425068
test,800,401,320800
test,800,450,360000
test,800,526,420800
test,799,533,425867
test,533,799,425867
test,1024,683,699392
test,800,428,342400
test,1024,768,786432
test,1024,680,696320
test,504,360,181440
test,1023,666,681318
test,1024,768,786432
test,799,600,479400
test,1024,654,669696
test,1024,683,699392
test,800,533,426400
test,1024,578,591872
test,800,600,480000
test,799,533,425867
test,640,575,368000
test,1024,769,787456
test,799,533,425867
test,799,533,425867
test,799,533,425867
test,800,531,424800
test,768,1024,786432
test,1024,680,696320
test,799,533,425867
test,640,480,307200
test,1024,768,786432
test,640,480,307200
test,1024,707,723968
test,963,1024,986112
test,683,1024,699392
test,1019,638,650122
test,800,416,332800
test,1280,853,1091840
test,800,600,480000
test,1280,853,1091840
test,800,534,427200
test,1024,994,1017856
test,799,618,493782
test,800,713,570400
test,779,1024,797696
test,799,533,425867
test,800,531,424800
test,1024,768,786432
test,800,530,424000
test,799,533,425867
test,800,600,480000
test,800,567,453600
test,400,800,320000
test,1023,681,696663
test,800,530,424000
test,799,533,425867
test,799,533,425867
test,1024,769,787456
test,1024,768,786432
test,900,628,565200
test,1024,579,592896
test,646,1023,660858
test,682,968,660176
test,800,569,455200
test,1024,754,772096
test,768,1024,786432
test,534,800,427200
test,1280,853,1091840
test,1022,638,652036
test,800,534,427200
test,533,799,425867
test,819,1024,838656
test,799,533,425867
test,799,533,425867
test,1024,700,716800
test,531,800,424800
test,800,545,436000
test,1024,768,786432
test,1024,768,786432
test,1024,370,378880
test,773,517,399641
test,799,533,425867
test,1024,768,786432
test,640,480,307200
test,1024,768,786432
test,819,1023,837837
test,611,916,559676
test,757,1024,775168
test,799,571,456229
test,1024,676,692224
test,1024,664,679936
test,800,536,428800
test,799,533,425867
test,1023,902,922746
test,800,600,480000
test,799,533,425867
test,1024,813,832512
test,999,593,592407
test,1024,683,699392
test,600,800,480000
test,1022,746,762412
test,500,667,333500
test,800,539,431200
test,767,981,752427
test,683,972,663876
test,1024,683,699392
test,1024,768,786432
test,640,480,307200
test,799,533,425867
test,1024,768,786432
test,900,600,540000
test,665,1000,665000
test,800,600,480000
test,799,533,425867
test,600,800,480000
test,512,640,327680
test,1024,683,699392
test,800,600,480000
test,1024,683,699392
test,800,800,640000
test,800,414,331200
test,800,534,427200
test,1024,768,786432
test,480,720,345600
test,1024,768,786432
test,878,1024,899072
test,800,545,436000
test,1024,683,699392
test,1024,683,699392
test,800,600,480000
test,798,329,262542
test,1024,751,769024
test,1023,673,688479
test,1024,683,699392
test,800,559,447200
test,1024,560,573440
test,800,600,480000
test,1024,812,831488
test,433,640,277120
test,800,516,412800
test,1024,768,786432
test,1024,724,741376
test,763,799,609637
test,991,1024,1014784
test,533,799,425867
test,800,793,634400
test,907,907,822649
test,1024,768,786432
test,1023,670,685410
test,799,533,425867
test,800,537,429600
test,800,542,433600
test,530,800,424000
test,637,945,601965
test,799,533,425867
test,1024,683,699392
test,799,533,425867
test,800,600,480000
test,1023,678,693594
test,800,578,462400
test,793,446,353678
test,800,507,405600
test,798,510,406980
test,1000,533,533000
test,640,480,307200
test,1024,684,700416
test,1024,902,923648
test,1024,345,353280
test,800,533,426400
test,601,800,480800
test,768,1024,786432
test,1024,575,588800
test,800,600,480000
test,800,534,427200
test,1024,680,696320
test,1024,576,589824
test,800,600,480000
test,1024,663,678912
test,968,577,558536
test,799,533,425867
test,1024,768,786432
test,1023,700,716100
test,1024,683,699392
test,800,536,428800
test,684,978,668952
test,606,800,484800
test,1024,576,589824
test,1024,768,786432
test,1024,683,699392
test,1024,768,786432
test,1024,731,748544
test,683,1024,699392
test,566,799,452234
test,799,532,425068
test,800,600,480000
test,1280,960,1228800
test,800,450,360000
test,1024,768,786432
test,685,1023,700755
test,683,1024,699392
test,700,437,305900
test,799,533,425867
test,1024,785,803840
test,800,600,480000
test,534,720,384480
test,800,534,427200
test,1024,768,786432
test,1024,678,694272
test,1024,683,699392
test,799,533,425867
test,1024,683,699392
test,800,600,480000
test,708,1024,724992
test,1024,683,699392
test,426,640,272640
test,799,533,425867
test,799,618,493782
test,1024,689,705536
test,633,800,506400
test,588,800,470400
test,600,800,480000
test,800,450,360000
test,1067,800,853600
test,800,531,424800
test,1024,616,630784
test,800,364,291200
test,799,533,425867
test,1024,769,787456
test,1024,683,699392
test,1024,768,786432
test,1023,827,846021
test,1024,683,699392
test,1600,1067,1707200
test,1023,653,668019
test,1024,724,741376
test,1067,800,853600
test,1024,683,699392
test,1024,683,699392
test,1024,683,699392
test,610,401,244610
test,799,532,425068
test,1024,818,837632
test,799,533,425867
test,799,533,425867
test,716,1023,732468
test,1023,553,565719
test,1024,683,699392
test,800,533,426400
test,799,561,448239
test,683,893,609919
test,1023,718,734514
test,1024,768,786432
test,800,503,402400
test,800,574,459200
test,1024,683,699392
test,799,533,425867
test,732,1024,749568
test,799,541,432259
test,480,720,345600
test,1024,768,786432
test,1024,678,694272
test,1024,768,786432
test,1024,325,332800
test,1024,639,654336
test,533,799,425867
test,768,1024,786432
test,800,546,436800
test,768,1024,786432
test,1024,683,699392
test,600,430,258000
test,1024,768,786432
test,1024,683,699392
test,683,1024,699392
test,800,536,428800
test,1024,683,699392
test,1024,665,680960
test,632,533,336856
test,800,554,443200
test,668,1024,684032
test,640,480,307200
test,1024,1024,1048576
test,874,1024,894976
test,800,534,427200
test,1024,579,592896
test,1190,892,1061480
test,799,534,426666
test,1024,683,699392
test,800,641,512800
test,1024,732,749568
test,1024,684,700416
test,768,1024,786432
test,800,747,597600
test,610,799,487390
test,800,600,480000
test,800,600,480000
test,1024,683,699392
test,638,800,510400
test,1209,907,1096563
test,799,598,477802
test,799,533,425867
test,799,533,425867
test,533,799,425867
test,1024,681,697344
test,799,533,425867
test,800,762,609600
test,1024,708,724992
test,800,506,404800
test,1024,683,699392
test,800,800,640000
test,800,600,480000
test,800,520,416000
test,800,564,451200
test,800,450,360000
test,1024,718,735232
test,683,1024,699392
test,800,450,360000
test,1023,683,698709
test,664,800,531200
test,799,633,505767
test,746,800,596800
test,1024,709,726016
test,800,474,379200
test,1024,576,589824
test,800,534,427200
test,1023,657,672111
test,1024,768,786432
test,1600,1067,1707200
test,533,799,425867
test,847,565,478555
test,1024,683,699392
test,640,480,307200
test,1024,768,786432
test,800,533,426400
test,600,800,480000
test,1024,683,699392
test,981,768,753408
test,1280,960,1228800
test,1024,683,699392
test,1024,768,786432
test,1024,683,699392
test,643,800,514400
test,799,533,425867
test,683,1024,699392
test,799,533,425867
test,800,450,360000
test,800,579,463200
test,800,600,480000
test,800,640,512000
test,1024,683,699392
test,800,738,590400
test,1024,768,786432
test,768,1024,786432
test,800,600,480000
test,800,533,426400
test,1024,768,786432
test,533,799,425867
test,800,566,452800
test,1024,687,703488
test,1024,311,318464
test,800,600,480000
test,800,535,428000
test,799,533,425867
test,600,800,480000
test,800,600,480000
test,952,565,537880
test,799,533,425867
test,799,533,425867
test,799,533,425867
test,800,534,427200
test,1280,853,1091840
test,800,533,426400
test,800,600,480000
test,793,446,353678
test,1024,769,787456
test,800,600,480000
test,799,533,425867
test,799,533,425867
test,1024,768,786432
test,1024,677,693248
test,800,496,396800
test,800,600,480000
test,1024,683,699392
test,765,800,612000
test,800,598,478400
test,800,542,433600
test,800,477,381600
test,800,532,425600
test,934,1024,956416
test,819,1024,838656
test,800,530,424000
test,768,1024,786432
test,800,600,480000
test,1024,576,589824
test,605,362,219010
test,1024,768,786432
test,800,798,638400
test,1067,800,853600
test,1024,768,786432
test,1024,768,786432
test,640,626,400640
test,768,1024,786432
test,800,600,480000
test,800,532,425600
test,799,533,425867
test,838,838,702244
test,1024,662,677888
test,800,536,428800
test,800,531,424800
test,1024,768,786432
test,972,627,609444
test,799,533,425867
test,1024,768,786432
test,800,534,427200
test,640,480,307200
test,800,413,330400
test,1024,768,786432
test,1024,768,786432
test,1024,683,699392
test,600,800,480000
test,680,1024,696320
test,800,534,427200
test,532,800,425600
test,1024,768,786432
test,1023,768,785664
test,1024,683,699392
test,1000,662,662000
test,533,799,425867
test,500,333,166500
test,799,533,425867
test,1024,683,699392
test,800,800,640000
test,1280,853,1091840
test,1024,683,699392
test,1023,572,585156
test,1024,641,656384
test,1023,674,689502
test,533,799,425867
test,800,625,500000
test,683,1024,699392
test,800,600,480000
test,800,797,637600
test,800,600,480000
test,1024,683,699392
test,1024,544,557056
test,640,480,307200
test,1024,677,693248
test,500,333,166500
test,800,586,468800
test,1024,646,661504
test,799,533,425867
test,1024,768,786432
test,800,600,480000
test,1024,683,699392
test,799,533,425867
test,799,532,425068
test,800,600,480000
test,1024,683,699392
test,1024,678,694272
test,1024,683,699392
test,800,666,532800
test,962,621,597402
test,1024,678,694272
test,1024,766,784384
test,1024,768,786432
test,799,550,439450
test,1024,769,787456
test,799,533,425867
test,800,640,512000
test,799,532,425068
test,450,600,270000
test,800,600,480000
test,800,533,426400
test,800,533,426400
test,1024,768,786432
test,800,600,480000
test,799,533,425867
test,640,800,512000
test,1024,768,786432
test,999,683,682317
test,800,531,424800
test,1024,575,588800
test,800,531,424800
test,799,533,425867
test,1023,685,700755
test,800,534,427200
test,800,572,457600
test,1023,682,697686
test,615,799,491385
test,799,532,425068
test,812,680,552160
test,683,1024,699392
test,800,533,426400
test,682,1023,697686
test,682,1023,697686
test,800,600,480000
test,799,641,512159
test,800,577,461600
test,799,533,425867
test,800,519,415200
test,1024,683,699392
test,1023,683,698709
test,1200,792,950400
test,798,800,638400
test,799,533,425867
test,1024,769,787456
test,1023,575,588225
test,1024,836,856064
test,799,523,417877
test,1024,683,699392
test,800,534,427200
test,799,533,425867
test,799,747,596853
test,1024,684,700416
test,1023,684,699732
test,2272,1704,3871488
test,1024,683,699392
test,1024,683,699392
test,600,800,480000
test,1024,794,813056
test,1024,621,635904
test,799,533,425867
test,799,501,400299
test,768,1024,786432
test,1200,818,981600
test,500,281,140500
test,799,533,425867
test,800,800,640000
test,1024,683,699392
test,800,725,580000
test,1024,633,648192
test,1280,856,1095680
test,1024,768,786432
test,907,907,822649
test,800,600,480000
test,800,534,427200
test,1024,661,676864
test,1024,683,699392
test,800,600,480000
test,800,527,421600
test,800,600,480000
test,750,991,743250
test,1024,1024,1048576
test,799,533,425867
test,800,600,480000
test,530,800,424000
test,1024,683,699392
test,1024,707,723968
test,800,531,424800
test,799,533,425867
test,800,600,480000
test,800,450,360000
test,1000,662,662000
test,1024,683,699392
test,1024,683,699392
test,1024,576,589824
test,533,799,425867
test,799,533,425867
test,1024,683,699392
test,800,1067,853600
test,800,718,574400
test,799,736,588064
test,799,533,425867
test,800,600,480000
test,800,600,480000
test,800,533,426400
test,749,520,389480
test,683,1024,699392
test,1280,960,1228800
test,640,480,307200
test,800,523,418400
test,640,561,359040
test,1024,768,786432
test,1024,718,735232
test,800,600,480000
test,610,409,249490
test,800,508,406400
test,799,533,425867
test,799,533,425867
test,800,600,480000
test,1067,800,853600
test,1190,892,1061480
test,1024,650,665600
test,800,534,427200
test,697,800,557600
test,1024,651,666624
test,681,1024,697344
test,799,559,446641
test,799,533,425867
test,1024,757,775168
test,800,533,426400
test,900,602,541800
test,1024,683,699392
test,1209,907,1096563
test,800,541,432800
test,480,640,307200
test,1600,1067,1707200
test,451,800,360800
test,1024,685,701440
test,667,1001,667667
test,768,1024,786432
test,800,686,548800
test,800,533,426400
test,800,533,426400
test,799,495,395505
test,800,532,425600
